id,rec_price_m,price,city,lat,lon,bathrooms,height,state,type,year,floor,max_floor,area,views
1010443481,516660,22990000,Астана,51.162762904276,71.44464717785,1,2,черновая отделка,монолитный,2014,20,25,5,4725
1011094880,476050,45000000,Астана,51.152642,71.438505,1,2,"не новый, но аккуратный ремонт Санузел совмещенный",Кукуруза,2005,5,16,87,414
681412927,513930,23500000,Усть-Каменогорск,49.925805,82.625701,1,2.7,свежий ремонт,монолитный,2020,3,10,42,6396
1010681474,592480,22900000,Астана,51.134571,71.366146,1,2.7,черновая отделка,монолитный,2015,5,9,5,466
1010176773,801130,91000000,Астана,51.13867858757,71.390998363277,2,2,свежий ремонт,монолитный,2024,6,9,95,37
1009486043,755500,61500000,Алматы,43.245984627895,76.905297364418,1,2.7,"не новый, но аккуратный ремонт Санузел раздельный",кирпичный,1991,5,5,68,12
1008608046,813500,61999999,Астана,51.128391014353,71.383760550014,2,2,черновая отделка,монолитный,2026,7,9,5,196
1008777695,605610,42500000,Астана,51.143205381444,71.459309126677,1,2,свежий ремонт,кирпичный,2025,10,12,56,308
1008649673,786360,53000000,Алматы,43.16974607729,76.872367858887,2,2.9,"не новый, но аккуратный ремонт",монолитный,2012,5,10,68,22
1011168067,864170,47000000,Алматы,43.217590535865,76.881849499616,1,2,черновая отделка,монолитный,2025,6,9,8,379
699652448,550440,33000000,Алматы,43.277837,76.819764,1,2,свежий ремонт Высота потолков 2.8 м,монолитный,2012,1,5,2,312
699278233,726750,43000000,Алматы,43.219868000494,76.841566760083,1,2.8,свежий ремонт,монолитный,2007,3,12,2,137
698788818,772660,40000000,Алматы,43.213025699002,76.843816481316,1,3.2,"не новый, но аккуратный ремонт",монолитный,2013,14,16,54,102
1011076295,769460,34500000,Астана,51.123914301401,71.357326261328,1,2.7,черновая отделка,кирпичный,2025,2,9,80,158
1011436194,633280,52000000,Алматы,43.273414473826,76.813606453962,1,2.7,черновая отделка,монолитный,2025,4,12,54,0
1010439695,605610,31200000,Астана,51.143205381444,71.459309126677,1,2,черновая отделка,кирпичный,2025,9,12,40,235
1010425512,867690,44500000,Алматы,43.231325668676,76.882417584496,1,2.95,"не новый, но аккуратный ремонт",монолитный,2022,5,10,43,96
1010065179,861870,45000000,Астана,51.086257,71.483771,1,2,черновая отделка,монолитный,2026,1,9,74,20
699230697,738140,57000000,Астана,51.105230812822,71.393402905073,1,2.7,свежий ремонт,монолитный,2024,4,9,68,50
692969684,828250,54000000,Алматы,43.246470723123,76.854735032837,1,2.8,свежий ремонт,монолитный,2023,7,10,8,172
1010943005,559490,22800000,Астана,51.174882772483,71.366951509272,1,2.7,свежий ремонт,кирпичный,2025,8,10,4,314
1010858167,674680,73000000,Алматы,43.230697810474,76.831165850807,2,2.8,"не новый, но аккуратный ремонт",монолитный,2015,8,13,9,68
1010720862,865090,50000000,Алматы,43.234199799861,76.890832187055,1,2,черновая отделка,монолитный,2025,11,12,9,206
1010707786,775870,24500000,Астана,51.091495472577,71.491849422237,1,2.7,черновая отделка,Safuan,2025,4,5,2,208
1010248781,893050,130000000,Алматы,43.235856,76.925648,1,2,свежий ремонт,монолитный,2024,9,12,81,41
1010240608,816870,41000000,Алматы,43.238095131914,76.932059643642,1,2.8,"не новый, но аккуратный ремонт Санузел раздельный",кирпичный,1988,5,5,1,312
1009808323,667810,28000000,Алматы,43.305057898418,76.995926638252,1,2.85,свободная планировка,монолитный,2026,2,6,72,193
1008825486,747720,38000000,Астана,51.128332268833,71.362296356635,1,2,черновая отделка,монолитный,2026,7,8,63,29
1008534812,797240,69900000,Астана,51.085420178095,71.4193651921,1,2,свежий ремонт,монолитный,2025,8,22,45,290
1002737349,650650,35000000,Алматы,43.234993451339,76.807305161874,1,2.7,черновая отделка,монолитный,2020,12,12,2,58
1001735451,535010,49900000,Астана,51.134711054353,71.430118549397,2,2.7,черновая отделка,монолитный,2007,4,9,79,133
1001458658,854130,40000000,Алматы,43.246915932086,76.854963813168,1,2.8,черновая отделка,монолитный,2024,8,10,5,46
696426287,627220,34500000,Алматы,43.272466903006,76.829214516536,1,2.7,свежий ремонт,монолитный,2023,7,7,70,285
694692491,779030,56000000,Алматы,43.227284,76.884541,1,2,свежий ремонт Санузел раздельный,панельный,1989,5,5,6,194
681701164,608290,70000000,Астана,51.117709,71.515706,2,2.8,свежий ремонт,кирпичный,2025,3,7,110,230
699357835,733410,88000000,Алматы,43.243606,76.935063,1,2.8,"не новый, но аккуратный ремонт Санузел раздельный",кирпичный,1993,1,5,1,8
1011151868,628000,30000000,Алматы,43.290812,76.950613,1,2.75,черновая отделка,иной,1960,1,1,57,305
1009861485,864170,40500000,Алматы,43.251269,76.862281,1,2,свежий ремонт,монолитный,2025,8,13,46,293
1009739917,717240,43000000,Алматы,43.215321,76.774704,1,2.7,"не новый, но аккуратный ремонт",монолитный,2020,3,5,6,165
1008519031,473700,26000000,Алматы,43.360762,76.994441,1,2.85,"не новый, но аккуратный ремонт Санузел совмещенный",монолитный,2007,5,8,38,71
1008269528,865090,40000000,Алматы,43.221588176287,76.888292595695,1,2.9,черновая отделка,монолитный,2025,16,16,3,183
1007192428,674290,38000000,Алматы,43.256489,76.886284,1,2,требует ремонта Санузел раздельный,панельный,1990,8,9,54,302
1006825376,856610,107000000,Алматы,43.206299,76.891755,2,2,черновая отделка,монолитный,2008,12,14,3,271
1002032161,726540,69900000,Алматы,43.28862,77.006048,2,2.7,свежий ремонт,монолитный,2023,6,9,91,202
1011374896,732820,31000000,Астана,51.106501,71.401944,1,2,свежий ремонт,монолитный,2023,11,12,42,54
1008793650,384790,26000000,Павлодар,52.297189,76.937901,1,2,черновая отделка,кирпичный,1975,3,9,2,1336
1009611880,627430,49500000,Астана,51.108979219662,71.540528257042,2,2.7,черновая отделка,монолитный,2020,6,10,110,587
1011076295,769460,34500000,Астана,51.123914301401,71.357326261328,1,2.7,черновая отделка,кирпичный,2025,2,9,80,158
1011436194,633280,52000000,Алматы,43.273414473826,76.813606453962,1,2.7,черновая отделка,монолитный,2025,4,12,54,0
1010439695,605610,31200000,Астана,51.143205381444,71.459309126677,1,2,черновая отделка,кирпичный,2025,9,12,40,235
1010425512,867690,44500000,Алматы,43.231325668676,76.882417584496,1,2.95,"не новый, но аккуратный ремонт",монолитный,2022,5,10,43,96
1010065179,861870,45000000,Астана,51.086257,71.483771,1,2,черновая отделка,монолитный,2026,1,9,74,20
699230697,738140,57000000,Астана,51.105230812822,71.393402905073,1,2.7,свежий ремонт,монолитный,2024,4,9,68,50
1008057029,403450,28000000,Шымкент,42.302213202982,69.606983760012,1,2,черновая отделка,1980,1980,1,5,6,891
697426567,533320,39000000,Алматы,43.18651,76.832637,1,2.8,черновая отделка,монолитный,2012,9,9,88,121
699357835,733410,88000000,Алматы,43.243606,76.935063,1,2.8,"не новый, но аккуратный ремонт Санузел раздельный",кирпичный,1993,1,5,1,8
693942370,556470,50000000,Алматы,43.241334,76.823636,1,2,черновая отделка,монолитный,2006,9,9,103,279
1011151868,628000,30000000,Алматы,43.290812,76.950613,1,2.75,черновая отделка,иной,1960,1,1,57,305
1010035465,679590,30500000,Астана,51.095348,71.435765,1,2.7,черновая отделка,монолитный,2017,5,12,48,34
1009861485,864170,40500000,Алматы,43.251269,76.862281,1,2,свежий ремонт,монолитный,2025,8,13,46,293
1009739917,717240,43000000,Алматы,43.215321,76.774704,1,2.7,"не новый, но аккуратный ремонт",монолитный,2020,3,5,6,165
1008519031,473700,26000000,Алматы,43.360762,76.994441,1,2.85,"не новый, но аккуратный ремонт Санузел совмещенный",монолитный,2007,5,8,38,71
1008269528,865090,40000000,Алматы,43.221588176287,76.888292595695,1,2.9,черновая отделка,монолитный,2025,16,16,3,184
1007192428,674290,38000000,Алматы,43.256489,76.886284,1,2,требует ремонта Санузел раздельный,панельный,1990,8,9,54,302
1006825376,856610,107000000,Алматы,43.206299,76.891755,2,2,черновая отделка,монолитный,2008,12,14,3,272
1002032161,726540,69900000,Алматы,43.28862,77.006048,2,2.7,свежий ремонт,монолитный,2023,6,9,91,202
1011374896,732820,31000000,Астана,51.106501,71.401944,1,2,свежий ремонт,монолитный,2023,11,12,42,54
1008793650,384790,26100000,Павлодар,52.297189,76.937901,1,2,черновая отделка,кирпичный,1975,3,9,2,1336
1009611880,627430,49500000,Астана,51.108979219662,71.540528257042,2,2.7,черновая отделка,монолитный,2020,6,10,110,587
698504612,676110,42427200,Астана,51.156496948061,71.370783698425,1,2,черновая отделка,кирпичный,2025,11,12,39,218
696529136,802350,23000000,Алматыпоказать на карте,43.252577110423,76.790916005602,1,2,свежий ремонт,монолитный,2023,1,3,8,47
694170572,664710,28000000,Астана,51.134576860646,71.37114627727,1,2,свежий ремонт,монолитный,2022,2,10,41,226
1011435611,421200,23000000,Павлодар,52.252847,76.96486,1,2,черновая отделка,1989,1989,7,10,51,2
1011435698,542680,26000000,Павлодар,52.295344,76.976727,1,2,черновая отделка,2021,2021,1,2,3,2
1010833491,735600,38700000,Астана,51.118902,71.522677,1,2,черновая отделка,2022,2022,3,9,60,336
1008503726,713240,45000000,Алматы,43.206339755061,76.785154879065,1,2.7,свежий ремонт,монолитный,2025,7,9,71,75
1008470276,693100,26000000,Алматы,43.211182,76.784011,1,2.7,свежий ремонт,монолитный,2025,4,9,5,267
760234656,872300,49000000,Алматы,43.223598689278,76.896990537643,1,2.7,свежий ремонт,монолитный,2020,3,13,9,37
1011436434,542480,75000000,Караганда,49.799179209834,73.134505904502,2,2,черновая отделка,кирпичный,2022,2,3,104,1
684750120,866150,82000000,Алматы,43.22911,76.938737,1,2,свежий ремонт,монолитный,2021,16,21,55,63
1010943031,646950,45800000,Алматы,43.257269648284,76.818269046127,1,2.85,свежий ремонт,монолитный,2026,2,6,2,162
1010308388,638080,31000000,Алматы,43.264324004587,76.872370524374,1,2,черновая отделка,монолитный,2026,6,12,48,263
1009416629,639630,34500000,Астанапоказать на карте,51.161506,71.374635,1,2,черновая отделка,кирпичный,2023,11,12,57,261
1009264171,742610,37500000,Астана,51.090265365922,71.449807622389,1,2,"не новый, но аккуратный ремонт",монолитный,2018,3,12,3,82
1008784596,903580,83000000,Алматы,43.255837334688,76.964668013409,1,2,"не новый, но аккуратный ремонт",монолитный,2020,6,12,3,299
1008252089,595920,43000000,Алматы,43.304538,76.921094,1,2.8,свежий ремонт Санузел раздельный,монолитный,2006,1,9,69,249
1006156245,685720,27800000,Алматы,43.228388,76.779483,1,2.8,свежий ремонт,монолитный,2023,6,6,53,191
1005642891,643500,70000000,Астана,51.136684847175,71.373825072151,1,2,черновая отделка,кирпичный,2020,8,10,92,130
1005035527,646950,45000000,Алматы,43.213737329567,76.792376860791,1,2.7,черновая отделка,монолитный,2022,2,12,1,148
1003284563,724080,56000000,Алматы,43.232992,76.869764,1,2.5,"не новый, но аккуратный ремонт Санузел раздельный Дверь бронированная",1990,1990,1,9,77,4
1000428637,747410,120500000,Алматы,43.24368863639,76.915723006823,2,2,свежий ремонт,монолитный,2011,14,19,145,216
1011436438,613630,22000000,Астана,51.147705400669,71.364160454304,1,2.7,черновая отделка,монолитный,2017,10,16,40,0
1008649034,549020,32000000,Атырау,47.117007542445,51.843933693718,1,2,свежий ремонт,монолитный,2021,4,5,6,720
1011225155,692030,54000000,Астана,51.096899136759,71.445216497668,1,2.7,свежий ремонт,кирпичный,2018,5,8,89,370
1008260224,534070,18000000,Атырау,47.118429139963,51.85304901282,1,3.2,свежий ремонт,монолитный,2022,9,9,5,1459
1008823226,779030,71800000,Алматы,43.195561,76.888575,1,2.8,черновая отделка,панельный,1989,6,9,2,131
1006482882,794320,37000000,Алматы,43.253525902716,76.900924852357,1,2,свободная планировка,монолитный,2026,3,12,42,252
1010062363,686670,34500000,Алматы,43.236743,76.823169,1,2,черновая отделка,кирпичный,1994,8,9,3,258
1004931565,631660,24500000,Алматы,43.25346276681,76.791623362905,1,2.75,черновая отделка,монолитный,2024,2,3,2,92
761535540,811690,68000000,Алматы,43.266271,76.944953,1,3.2,"не новый, но аккуратный ремонт Санузел совмещенный",кирпичный,1949,3,3,1,264
698742296,631660,41500000,Алматы,43.274502302328,76.815229655076,1,2.7,свежий ремонт,монолитный,2024,8,12,51,229
1010648615,676270,25000000,Астана,51.089203824532,71.452288334531,1,2.7,свежий ремонт,монолитный,2017,9,10,38,123
1010444909,650040,31500000,Астана,51.124487,71.380222,1,2,свежий ремонт,кирпичный,2025,2,12,42,265
1010314237,546850,32999999,Астана,51.165780730314,71.373989776703,1,2,свежий ремонт,кирпичный,2024,7,12,47,190
1010006338,556100,31900000,Астана,51.121237,71.431714,1,2,черновая отделка,2008,2008,10,10,59,237
1009381670,891080,36000000,Алматы,43.253080902187,76.862456946872,1,2,свежий ремонт,монолитный,2025,11,13,4,224
1009306855,724740,78000000,Алматы,43.199362108808,76.798064060207,2,2,черновая отделка,монолитный,2026,2,12,92,221
1009019008,492610,37990000,Астана,51.161597100747,71.457826886326,1,2.7,черновая отделка,кирпичный,2011,4,10,9,11
1007290846,662660,87000000,Астана,51.11612,71.414574,2,3.15,черновая отделка,кирпичный,2016,9,13,118,23
1006659526,646950,36500000,Алматы,43.20674,76.787928,1,2.7,свежий ремонт,монолитный,2021,8,10,60,64
1006536051,873900,56000000,Алматы,43.179250833109,76.925203800092,1,2,свежий ремонт,монолитный,2024,3,3,52,96
1003649118,628640,62888888,Алматы,43.273709,76.816656,1,2,черновая отделка,монолитный,2024,12,12,70,176
1002964554,724830,59900000,Астана,51.116422329088,71.477195171142,1,2,свежий ремонт,иной,2021,12,12,88,40
1011210999,485320,18000000,Астана,51.163450206639,71.459676107042,1,2.7,черновая отделка,монолитный,2010,11,18,2,153
761595036,833540,52500000,Алматы,43.254178,76.886688,1,2,"не новый, но аккуратный ремонт Санузел раздельный",монолитный,1986,5,9,3,192
692283141,646950,62000000,Алматы,43.161361643213,76.877497537971,1,2,черновая отделка,монолитный,2021,1,3,62,15
1011245424,535010,60000000,Астана,51.124646341847,71.42209969461,1,2,свежий ремонт,монолитный,2007,5,9,8,476
761655486,222370,16300000,Караганда,49.840387,73.192061,1,2,свежий ремонт Санузел раздельный,панельный,1989,9,9,5,2895
1010828538,740910,33000000,Астана,51.096908646153,71.382093393245,1,2,свежий ремонт,монолитный,2025,5,12,44,1346
1010611585,580150,25500000,Астана,51.12399,71.393194,1,2,"не новый, но аккуратный ремонт",кирпичный,2021,3,9,6,861
1009709116,408970,56000000,Алматы,43.361443,76.993893,1,2.6,свежий ремонт Санузел совмещенный,панельный,1994,3,5,9,1217
1011123345,682390,29900000,Караганда,49.811818,73.101026,1,2.5,свежий ремонт Санузел совмещенный,кирпичный,1963,3,5,7,1175
1009836755,858310,72900000,Астана,51.134128079029,71.468998958995,1,2,черновая отделка,монолитный,2024,2,9,116,455
1009522069,851840,89800000,Астана,51.101846985768,71.440409254834,2,2,черновая отделка,монолитный,2025,8,17,2,2371
1011281944,489580,24500000,Астана,51.137961087488,71.477830589119,1,2.8,свежий ремонт,монолитный,2010,8,9,37,174
1010640627,797240,38500000,Астана,51.101315,71.439466,1,2,черновая отделка,монолитный,2025,14,17,41,355
1010459592,481740,79000000,Караганда,49.793515,73.085458,2,2,свежий ремонт Санузел 2 с/у и более Балкон лоджия,2015,2015,2,4,95,1653
1007611210,474640,28800000,Астана,51.171321995052,71.404671739738,1,2.7,"не новый, но аккуратный ремонт",монолитный,2009,10,18,5,3582
1011382207,637840,25500000,Астана,51.117243260532,71.433884971923,1,2.85,черновая отделка,монолитный,2013,9,14,5,52
1011374963,635880,24700000,Астана,51.114299936635,71.432702846224,1,2.7,"не новый, но аккуратный ремонт",монолитный,2014,9,14,40,577
1011322368,583850,22700000,Астана,51.136684847175,71.373825072151,1,2,черновая отделка,кирпичный,2020,2,10,36,316
1009411752,803690,51200000,Алматы,43.218225,76.841764,1,2.8,свежий ремонт Санузел раздельный,кирпичный,1993,1,9,70,4524
1011355809,752830,85500000,Астана,51.108024448205,71.434363265969,1,2,свежий ремонт,кирпичный,2023,7,9,90,269
1009449536,323620,20500000,Атырау,47.10012,51.88219,1,2,свежий ремонт Санузел совмещенный,панельный,1982,1,5,4,1144
1008834035,574660,36500000,Алматы,43.308565318862,76.936918008939,1,2.7,свежий ремонт,кирпичный,2024,4,5,2,127
1010184060,506070,29900000,Атырау,47.141171,51.958879,1,2,свежий ремонт Санузел совмещенный,монолитный,2021,3,9,5,217
1011243917,450570,14500000,Павлодар,52.289753,76.947675,1,2,свежий ремонт Санузел совмещенный,панельный,1978,5,5,8,38
761356421,737320,69000000,Алматы,43.287616766005,76.950153159079,2,2.7,свежий ремонт,монолитный,2022,5,13,90,315
1009522440,552150,13860000,Астана,51.143223,71.462912,1,2.7,черновая отделка,монолитный,1986,1,5,8,8663
1001023264,619960,33000000,Алматы,43.342309415637,76.830454217178,1,2.6,"не новый, но аккуратный ремонт",монолитный,2020,6,6,58,291
761636727,631060,35000000,Алматы,43.294638482581,76.830972369122,1,2,свежий ремонт Санузел совмещенный,иной,2024,5,5,50,131
697123198,879740,49000000,Алматы,43.288614411414,77.000030958433,1,3.3,свободная планировка,монолитный,2024,6,6,68,252
677497089,708450,48000000,Астана,51.144337,71.378426,1,3.3,свежий ремонт,кирпичный,2019,5,9,60,152
1011101749,660980,51000000,Алматы,43.210547596842,76.829570087036,1,2,черновая отделка,монолитный,2025,4,6,8,31
1011079857,496540,28500000,Астана,51.132248,71.504432,1,2.7,"не новый, но аккуратный ремонт",монолитный,2011,12,14,4,171
1010853010,793010,11000000,Алматы,43.222357,76.85858,1,2,черновая отделка,панельный,1982,3,4,10,123
1010836367,666990,33000000,Алматы,43.253054834893,76.817455376159,1,2,черновая отделка,монолитный,2025,5,9,5,204
1010406734,523100,90000000,Астана,51.135205651399,71.466109278036,1,2.7,черновая отделка,кирпичный,2011,7,9,130,127
1010380563,517090,37000000,Алматы,43.24215655434,76.814212782413,1,2.7,"не новый, но аккуратный ремонт",монолитный,2009,7,9,68,13
1010288331,671710,27000000,Алматы,43.322039898295,76.898045071787,1,2,свежий ремонт,монолитный,2023,5,8,46,120
1009964176,851840,96000000,Астана,51.084876,71.419964,2,2,черновая отделка,монолитный,2025,11,22,110,236
1008915998,488790,32800000,Астана,51.170191744135,71.39479790935,2,2.7,"не новый, но аккуратный ремонт",кирпичный,2009,4,9,66,6
1008339575,864170,41500000,Алматы,43.252280219112,76.863031211864,1,2,черновая отделка,монолитный,2025,12,13,8,246
1007904106,732820,36000000,Астана,51.105782711399,71.399923120062,1,2,черновая отделка,монолитный,2023,14,17,46,306
1006852987,800060,65700000,Алматы,43.229255,76.949193,1,2,свежий ремонт Санузел совмещенный,кирпичный,1991,1,5,1,68
1003017338,584390,24400000,Астана,51.126156045114,71.360540077971,1,2.8,черновая отделка,2017,2017,9,9,40,149
1002002190,445370,25000000,Астана,51.16991,71.442305,1,2.7,черновая отделка,панельный,1992,2,9,52,314
697068981,708580,33000000,Астанапоказать на карте,51.14046,71.391074,1,2,черновая отделка,монолитный,2021,5,10,41,212
689100900,624250,45000000,Алматы,43.209335,76.866324,1,2.8,черновая отделка,панельный,1975,6,9,1,313
675960980,685720,24000000,Алматы,43.207381695114,76.788836474522,1,2.9,"не новый, но аккуратный ремонт",монолитный,2021,1,9,40,231
1011293205,408880,16500000,Астана,51.187865,71.414897,1,2,свежий ремонт Санузел совмещенный,иной,1962,2,3,6,131
1007301951,636320,32000000,Астана,51.107974191142,71.5311741818,1,2.7,свежий ремонт,монолитный,2023,4,17,53,27
1010786083,639630,39700000,Астана,51.118230199417,71.389755380317,1,2,свежий ремонт,кирпичный,2023,4,9,47,309
1010092498,743210,30000000,Астана,51.117651398604,71.429340438989,1,2.7,черновая отделка,монолитный,2025,10,21,4,82
1009935746,666990,24000000,Алматы,43.268953006199,76.823329925483,1,2,черновая отделка,монолитный,2025,5,12,1,175
1008826379,989790,28500000,Алматы,43.261426,76.904421,1,2.9,черновая отделка,монолитный,2025,15,17,30,259
1008320527,646950,32500000,Алматы,43.213186060198,76.793408621004,1,2.7,черновая отделка,монолитный,2022,12,12,42,187
761247630,812210,56000000,Алматы,43.229958,76.892563,1,2.7,"не новый, но аккуратный ремонт Санузел раздельный",кирпичный,1975,2,4,4,295
1011340981,562230,24000000,Астана,51.185966473639,71.34719672774,1,2.7,черновая отделка,кирпичный,2022,1,10,40,61
1010994436,738170,42500000,Астана,51.100045339397,71.43756581429,1,2,свежий ремонт,кирпичный,2025,11,12,51,160
1010945096,630510,58000000,Алматы,43.206981097432,76.835113078706,1,2.8,свежий ремонт,кирпичный,2017,5,10,74,70
1010944093,794700,25900000,Астана,51.085233,71.465688,1,2.7,черновая отделка,монолитный,2024,4,9,42,303
1009281700,885750,88000000,Алматы,43.171070321934,76.910461666714,2,3.2,черновая отделка,монолитный,2025,1,3,8,98
1009108394,764120,73900000,Алматы,43.274704522298,76.811462628015,2,2.7,черновая отделка,монолитный,2025,2,6,106,78
1007982120,690870,47000000,Алматы,43.252576,76.868066,1,2.75,"не новый, но аккуратный ремонт Санузел раздельный",панельный,1986,4,9,55,18
1007681848,653470,28500000,Алматы,43.208809663325,76.869042031626,1,2.7,свежий ремонт Санузел совмещенный,панельный,1966,4,4,2,86
1004663060,510550,41000000,Алматы,43.245031,76.815263,1,2,черновая отделка,монолитный,2010,8,9,83,157
1004177224,650040,43999900,Астана,51.166165,71.368787,1,2,свежий ремонт,кирпичный,2025,9,12,4,273
1003243437,828250,73000000,Алматы,43.242857594103,76.856064529794,1,2,свежий ремонт,монолитный,2023,17,18,90,233
691955344,642830,46000000,Алматы,43.302845,76.926529,1,2.6,свежий ремонт Санузел раздельный,панельный,1991,5,5,1,198
681153746,638170,57000000,Алматы,43.302000040969,76.998416876862,2,2.7,свежий ремонт,монолитный,2022,2,7,7,152
1010887585,638290,38500000,Астана,51.137386,71.368948,1,2,свежий ремонт,кирпичный,2024,6,9,50,103
1010362920,880850,73000000,Алматы,43.208523854873,76.892832802624,1,2,черновая отделка,монолитный,2023,8,16,62,128
1009918995,794320,29000000,Алматы,43.254455202096,76.901113986751,1,2,черновая отделка,монолитный,2026,6,16,9,34
1009662130,632880,54999999,Алматы,43.254225393119,76.863742224891,1,2,черновая отделка,панельный,2025,10,13,72,77
1006364491,975790,70000000,Алматы,43.213679274148,76.886064048561,2,2.7,свежий ремонт,монолитный,2018,1,12,70,40
1000648728,521010,20990000,Алматы,43.311249,76.897378,1,2.8,черновая отделка,монолитный,2014,5,7,33,70
1011119292,740910,32000000,Астана,51.115323163402,71.392490010107,1,2,свежий ремонт,монолитный,2025,3,9,1,298
1011293205,408880,16500000,Астана,51.187865,71.414897,1,2,свежий ремонт Санузел совмещенный,иной,1962,2,3,6,131
1007301951,636320,32000000,Астана,51.107974191142,71.5311741818,1,2.7,свежий ремонт,монолитный,2023,4,17,53,27
1010786083,639630,39700000,Астана,51.118230199417,71.389755380317,1,2,свежий ремонт,кирпичный,2023,4,9,47,309
1010092498,743210,30000000,Астана,51.117651398604,71.429340438989,1,2.7,черновая отделка,монолитный,2025,10,21,4,82
1009935746,666990,24000000,Алматы,43.268953006199,76.823329925483,1,2,черновая отделка,монолитный,2025,5,12,1,175
1008826379,989790,28500000,Алматы,43.261426,76.904421,1,2.9,черновая отделка,монолитный,2025,15,17,30,259
1008320527,646950,32500000,Алматы,43.213186060198,76.793408621004,1,2.7,черновая отделка,монолитный,2022,12,12,42,187
761247630,812210,56000000,Алматы,43.229958,76.892563,1,2.7,"не новый, но аккуратный ремонт Санузел раздельный",кирпичный,1975,2,4,4,295
1011340981,562230,24000000,Астана,51.185966473639,71.34719672774,1,2.7,черновая отделка,кирпичный,2022,1,10,40,61
1010994436,738170,42500000,Астана,51.100045339397,71.43756581429,1,2,свежий ремонт,кирпичный,2025,11,12,51,160
1010945096,630510,58000000,Алматы,43.206981097432,76.835113078706,1,2.8,свежий ремонт,кирпичный,2017,5,10,74,70
1011432201,352820,12700000,Павлодар,52.294964,76.973079,1,2,"не новый, но аккуратный ремонт Квартира меблирована частично",иной,1961,2,3,8,2
1011138264,979370,56500000,Алматы,43.269214400082,76.945901206693,1,2.8,"не новый, но аккуратный ремонт",монолитный,2023,12,16,60,189
1010924750,748470,78000000,Алматы,43.169138192171,76.873577820762,1,2.9,свежий ремонт,монолитный,2012,2,10,1,105
1010445524,677720,32350000,Астана,51.128468084621,71.400915987643,1,2,черновая отделка,монолитный,2025,15,18,37,274
1011326866,639630,41500000,Астана,51.097644,71.386591,1,2,свежий ремонт,кирпичный,2023,5,9,50,70
1007695209,672770,28999999,Астана,51.070762466858,71.424167889501,1,2,черновая отделка,кирпичный,2026,7,8,43,295
1005706594,738140,42500000,Астана,51.100008714444,71.388405837545,1,2,черновая отделка,монолитный,2024,7,17,58,285
683654603,982360,69000000,Алматы,43.230063,76.929942,1,2.8,"не новый, но аккуратный ремонт Санузел раздельный",кирпичный,1991,5,5,90,220
1010362920,880850,73000000,Алматы,43.208523854873,76.892832802624,1,2,черновая отделка,монолитный,2023,8,16,62,128
1009918995,794320,29000000,Алматы,43.254455202096,76.901113986751,1,2,черновая отделка,монолитный,2026,6,16,9,34
1009877018,596570,28900000,Астанапоказать на карте,51.167336804491,71.369496549627,1,2,черновая отделка,кирпичный,2025,9,12,36,141
1009662130,632880,54999999,Алматы,43.254225393119,76.863742224891,1,2,черновая отделка,панельный,2025,10,13,72,77
1009426015,495970,34000000,Алматы,43.356416,76.924876,1,2.8,"не новый, но аккуратный ремонт Санузел раздельный",монолитный,2008,1,6,2,251
1006364491,975790,70000000,Алматы,43.213679274148,76.886064048561,2,2.7,свежий ремонт,монолитный,2018,1,12,70,40
1000648728,521010,20990000,Алматы,43.311249,76.897378,1,2.8,черновая отделка,монолитный,2014,5,7,33,70
1011119292,740910,32000000,Астана,51.115323163402,71.392490010107,1,2,свежий ремонт,монолитный,2025,3,9,1,298
1011232502,694800,25990000,Астана,51.113887,71.499141,1,2,свежий ремонт,монолитный,2020,3,12,3,411
1010765381,692100,26000000,Алматы,43.302279583064,76.995248794501,1,2,черновая отделка,монолитный,2026,1,9,55,187
1010758031,865090,61000000,Алматы,43.236955940807,76.891123296277,1,2,черновая отделка,монолитный,2025,5,9,54,66
1011401328,491420,38000000,Караганда,49.788351,73.143624,2,2,"не новый, но аккуратный ремонт Санузел 2 с/у и более",монолитный,2019,2,19,75,75
687005453,717240,65000000,Алматы,43.235423,76.806541,1,2.7,свежий ремонт,монолитный,2020,11,14,82,37
1010673032,972190,40000000,Алматы,43.262848284699,76.919883644443,1,2.8,"не новый, но аккуратный ремонт",монолитный,2019,10,13,46,220
1010654264,688610,38000000,Астана,51.109104040071,71.522108998765,2,2.8,черновая отделка,кирпичный,2026,9,9,82,61
697757089,618040,30400000,Астана,51.133778930492,71.469624638503,1,2,черновая отделка,монолитный,2025,3,16,91,298
684523513,796130,80000000,Астана,51.078584,71.422883,1,2.8,свежий ремонт Парковка паркинг,Angleterre,2022,8,17,1,211
678532011,588240,37000000,Алматы,43.357026,76.995519,1,2,свежий ремонт Санузел раздельный,кирпичный,2010,6,6,65,282
1010827601,645250,51000000,Астана,51.121972831897,71.503173235571,2,2.7,"не новый, но аккуратный ремонт",кирпичный,2021,3,8,93,200
1010560670,709740,26999000,Алматы,43.357252491226,76.922582499683,1,2.8,черновая отделка,монолитный,2026,7,9,59,204
1010412447,874300,70000000,Алматы,43.238702861371,76.929494109039,1,2.7,свежий ремонт Санузел совмещенный,кирпичный,1973,1,4,80,106
1010172664,984550,36500000,Алматы,43.265862672029,76.917995999511,1,2,свежий ремонт,монолитный,2024,3,13,2,76
1010159747,628300,21000000,Алматы,43.314387722613,76.896869805375,1,2.8,черновая отделка,монолитный,2022,1,5,30,57
